round,region_bl,stud_sex_bl,school_name_bl,treatment,stud_level_baseline,stud_level_endline,innumeracy_bl,innumeracy_el,numeracy_bl,numeracy_el,learned_new_operation,level_diff,facilitator_id_bl
R5,South East,Male,Ithuteng,Caregiver Discouraged,Division,Subtraction,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10038
R5,North East,Female,Matsiloje,Caregiver Discouraged,,,,,,,,,10086
R5,North East,Female,Phase 1V,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10144
R5,Kgatleng,Male,Segale,Caregiver Discouraged,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10054
R5,South East,Female,Mmusi,Caregiver Discouraged,Addition,,Can at least add,,Cannot divide,,,,10141
R5,South East,Female,Bosele,Caregiver Choice,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10127
R5,North East,Male,Tsamaya,Caregiver Discouraged,Subtraction,,Can at least add,,Cannot divide,,,,10059
R5,South East,Male,Tsogang,Caregiver Choice,Division,Addition,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10139
R5,North East,Male,Pelotshwana,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10134
R5,North East,Female,Phase 1V,Caregiver Discouraged,Addition,,Can at least add,,Cannot divide,,,,10064
R5,Kgatleng,Male,Phaphane,Caregiver Choice,Division,,Can at least add,,Can divide,,,,10104
R5,Kgatleng,Female,Bakgatla,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10127
R5,North East,Male,Phatsimo,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10160
R5,Kgatleng,Female,Rasesa,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10104
R5,North East,Male,Matshelagabedi,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10027
R5,South East,Female,Boitumelo (South East),Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10171
R5,Other,Male,Parakarungu,Caregiver Discouraged,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10065
R5,South East,Female,Ithuteng,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10066
R5,Kgatleng,Male,Isang,Caregiver Discouraged,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10173
R5,South East,Male,Tlhabologo,Caregiver Discouraged,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10064
R5,South East,Male,Ithuteng,Caregiver Discouraged,Division,,Can at least add,,Can divide,,,,10066
R5,North East,Female,Lekgaba,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10144
R5,North East,Male,Masunga,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10153
R5,North East,Female,Pelotshwana,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10147
R5,South East,Female,Diphetogo,Caregiver Discouraged,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10054
R5,North East,Female,Matshelagabedi,Caregiver Discouraged,Subtraction,,Can at least add,,Cannot divide,,,,10149
R5,South East,Male,Ithuteng,Caregiver Discouraged,Addition,,Can at least add,,Cannot divide,,,,10054
R5,Kgatleng,Female,Phaphane,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10173
R5,Kgatleng,Male,Mmadipamo,Caregiver Discouraged,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10059
R5,Kgatleng,Female,Mmadipamo,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10123
R5,South East,Male,Seboko,Caregiver Choice,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10097
R5,Other,Male,Kasane,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10002
R5,North East,Female,Aerodrome,Caregiver Discouraged,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10149
R5,South East,Male,Itumeleng,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10067
R5,South East,Male,Tsogang,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10168
R5,Kgatleng,Male,Isang,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10112
R5,South East,Male,Tshwaragano,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10114
R5,North East,Female,Galaletsang,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10139
R5,Kgatleng,Female,Isang,Caregiver Discouraged,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10154
R5,Kgatleng,Male,,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10142
R5,South East,Male,Therisanyo,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10166
R5,South East,Female,Boikhutso,Caregiver Discouraged,Subtraction,,Can at least add,,Cannot divide,,,,10112
R5,North East,Male,Moletemane,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10081
R5,Kgatleng,Female,Phaphane,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10123
R5,South East,Female,Seboko,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10113
R5,Kgatleng,Female,Kgabosereto,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10086
R5,South East,Male,Seboko,Caregiver Choice,Beginner,Multiplication,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 3 levels,10033
R5,North East,Male,Makaleng,Caregiver Choice,Subtraction,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10140
R5,North East,Male,Tsholofelo,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10067
R5,Kgatleng,Male,Mmadipamo,Caregiver Choice,Addition,,Can at least add,,Cannot divide,,,,10056
R5,South East,Female,Therisanyo,Caregiver Discouraged,,,,,,,,,10113
R5,North East,Female,Tsetsebye,Caregiver Discouraged,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10123
R5,South East,Female,Tlhabologo,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10147
R5,South East,Female,Ithuteng,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10134
R5,Kgatleng,Female,Phaphane,Caregiver Discouraged,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10123
R5,Other,Male,Ithuteng,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10134
R5,South East,Female,Boikhutso,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10064
R5,North East,Female,Our Lady Of The Desert,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10067
R5,South East,Female,Tlhabologo,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10114
R5,South East,Female,Diphetogo,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10056
R5,South East,Male,Bokaa,Caregiver Choice,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10112
R5,North East,Female,Malambakwena,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10097
R5,North East,Female,Mulambakwena,Caregiver Discouraged,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10114
R5,South East,Female,Thabologo,Caregiver Choice,,,,,,,,,10054
R5,Kgatleng,Female,Mmusi,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10037
R5,North East,Male,Nyangabwe,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10144
R5,Kgatleng,Female,Phaphane,Caregiver Discouraged,,,,,,,,,10144
R5,South East,Male,Taung,Caregiver Discouraged,,Multiplication,,Can at least add,,Cannot divide,,,10065
R5,Kgatleng,Male,Phaphane,Caregiver Discouraged,Division,,Can at least add,,Can divide,,,,10123
R5,Kgatleng,Male,Lady-Mitchison,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10154
R5,Kgatleng,Female,Bogatsu,Caregiver Discouraged,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10112
R5,North East,Female,Tshesebe,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10064
R5,South East,Male,Therisanyo,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10173
R5,North East,Female,Zwenshambe,Caregiver Discouraged,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10104
R5,North East,Male,Vukwi,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10008
R5,Kgatleng,Male,Phaphane,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10170
R5,North East,Male,Mahudiri,Caregiver Discouraged,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10086
R5,North East,Female,Matshelagabedi,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10141
R5,South East,Female,Tlhabologo,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10113
R5,Kgatleng,Male,Mmadipamo,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10134
R5,North East,Female,Butale,Caregiver Discouraged,,Division,,Can at least add,,Can divide,,,10127
R5,North East,Male,Tshesebe,Caregiver Discouraged,Beginner,Beginner,Cannot add,Cannot add,Cannot divide,Cannot divide,No,No Progress,10064
R5,North East,Female,Vukwi,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10140
R5,South East,Male,Segoditshane,Caregiver Discouraged,Multiplication,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10112
R5,Kgatleng,Female,Isang,Caregiver Discouraged,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10086
R5,North East,Female,Nyangabwe,Caregiver Discouraged,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10097
R5,Kgatleng,Female,Segale,Caregiver Choice,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10081
R5,South East,Male,Tsogang,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10037
R5,South East,Male,Diphetogo,Caregiver Discouraged,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10126
R5,Kgatleng,Male,Segale,Caregiver Discouraged,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10086
R5,Kgatleng,Male,Phaphane,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10149
R5,Kgatleng,Female,Mmadipamo,Caregiver Choice,Division,,Can at least add,,Can divide,,,,10081
R5,North East,Female,Zwenshambe,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10160
R5,North East,Male,Sebina,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10097
R5,South East,Female,Tsogang,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10106
R5,South East,Female,Ithuteng,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10086
R5,South East,Male,Seboko,Caregiver Discouraged,Subtraction,,Can at least add,,Cannot divide,,,,10166
R5,South East,Female,Ithuteng,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10081
R5,South East,Male,Thabologo,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10139
R5,Kgatleng,Female,Bogatsu,Caregiver Choice,,Multiplication,,Can at least add,,Cannot divide,,,10112
R5,Kgatleng,Female,Segale,Caregiver Discouraged,,,,,,,,,10027
R5,Kgatleng,Female,Phaphane,Caregiver Discouraged,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10037
R5,North East,Male,Tshesebe,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10115
R5,North East,Female,Matsiloje,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10092
R5,Kgatleng,Male,Phaphane,Caregiver Discouraged,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10113
R5,North East,Female,,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10142
R5,Kgatleng,Male,Lady-Mitchison,Caregiver Discouraged,,Subtraction,,Can at least add,,Cannot divide,,,10033
R5,North East,Female,Tshesebe,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10088
R5,Kgatleng,Female,Lady-Mitchison,Caregiver Discouraged,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10037
R5,North East,Female,Aerodrome,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10126
R5,South East,Male,Tshwaragano,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10160
R5,Other,Female,Aerodrome,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10104
R5,Other,Male,Plateau,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10133
R5,Other,Female,Tsogang,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10014
R5,North East,Female,Ikhutseng,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10037
R5,Kgatleng,Male,Linchwe,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10088
R5,Kgatleng,Male,Phaphane,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10149
R5,South East,Female,Tsogang,Caregiver Discouraged,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10140
R5,North East,Male,Makaleng,Caregiver Discouraged,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10153
